minute,anomalias_por_minuto,fallas_tcp_bin,anomalias_log1p,anomalia_lag_1,tcp_lag_1,anomalia_lag_2,tcp_lag_2,anomalia_lag_3,tcp_lag_3,anomalia_lag_5,tcp_lag_5,anomalia_lag_10,tcp_lag_10,anomalia_lag_15,tcp_lag_15,anomalia_lag_30,tcp_lag_30,anomalia_lag_60,tcp_lag_60,anomalia_roll_3,anomalia_roll_5,anomalia_roll_10,anomalia_roll_20,tcp_roll_3,tcp_roll_5,anomalia_diff,tcp_diff
2025-11-29 23:34:00,1,0,0.6931471805599453,6.3578422665081,15.0,5.66988092298052,7.0,6.272877006546167,8.0,7.275864600546533,12.0,3.6109179126442243,0.0,5.8916442118257715,2.0,6.042632833682381,0.0,2.833213344056216,3.0,4.240290123349522,5.086619549538966,5.766877553747667,5.2323393280001,7.333333333333333,7.0,-5.664695085948154,-15.0
2025-11-29 23:35:00,25,4,3.258096538021482,0.6931471805599453,0.0,6.3578422665081,15.0,5.66988092298052,7.0,6.439350371100098,5.0,6.091309882077698,2.0,5.8916442118257715,2.0,6.272877006546167,0.0,5.8916442118257715,8.0,3.4363619950298427,4.450368782923244,5.483556219342047,5.280114900251472,6.333333333333333,6.8,2.5649493574615367,4.0
2025-11-29 23:36:00,9,3,2.302585092994046,3.258096538021482,4.0,0.6931471805599453,0.0,6.3578422665081,15.0,6.272877006546167,8.0,6.091309882077698,5.0,6.8690144506657065,1.0,5.54907608489522,1.0,4.976733742420574,3.0,2.084609603858491,3.6563104002128184,5.104683740433681,5.280114900251472,2.3333333333333335,5.8,-0.9555114450274362,-1.0
2025-11-29 23:37:00,16,2,2.833213344056216,2.302585092994046,3.0,3.258096538021482,4.0,0.6931471805599453,0.0,5.66988092298052,7.0,6.593044534142437,1.0,6.769641976852503,0.0,5.420534999272286,0.0,5.209486152841421,8.0,2.797964991690581,3.0889768844279577,4.728700621425059,5.280114900251471,3.0,4.8,0.5306282510621703,-1.0
2025-11-29 23:38:00,16,3,2.833213344056216,2.833213344056216,2.0,2.302585092994046,3.0,3.258096538021482,4.0,6.3578422665081,15.0,6.184148890937483,1.0,4.61512051684126,2.0,4.61512051684126,0.0,3.258096538021482,2.0,2.6563372603688262,2.3840510999375812,4.393607066736932,5.1271933568629935,2.6666666666666665,2.4,0.0,1.0
2025-11-29 23:39:00,25,4,3.258096538021482,2.833213344056216,3.0,2.833213344056216,2.0,2.302585092994046,3.0,0.6931471805599453,0.0,7.275864600546533,12.0,3.6109179126442243,0.0,5.54907608489522,0.0,5.993961427306569,10.0,2.9748410753779715,2.8970409714298886,3.991830260484428,4.99551597317278,3.0,3.2,0.42488319396526597,1.0
2025-11-29 23:40:00,36,3,3.6109179126442243,3.258096538021482,4.0,2.833213344056216,3.0,2.833213344056216,2.0,3.258096538021482,4.0,6.439350371100098,5.0,6.091309882077698,2.0,4.709530201312334,0.0,5.66988092298052,8.0,3.234075931573974,2.967605246354437,3.70898701463884,4.881479658213702,3.3333333333333335,3.0,0.3528213746227422,-1.0
2025-11-29 23:41:00,196,2,5.2832037287379885,3.6109179126442243,3.0,3.258096538021482,4.0,2.833213344056216,3.0,2.302585092994046,3.0,6.272877006546167,8.0,6.091309882077698,5.0,6.184148890937483,0.0,3.912023005428146,3.0,4.050739393134565,3.5637289735032254,3.610019686858022,4.8021891221173165,3.0,2.8,1.6722858160937641,-1.0
2025-11-29 23:42:00,900,2,6.803505257608338,5.2832037287379885,2.0,3.6109179126442243,3.0,3.258096538021482,4.0,2.833213344056216,2.0,5.66988092298052,7.0,6.593044534142437,1.0,6.091309882077698,1.0,5.135798437050262,8.0,5.232542299663517,4.357787356213651,3.723382120320804,4.803882286155108,2.3333333333333335,2.8,1.5203015288703492,0.0
2025-11-29 23:43:00,361,1,5.8916442118257715,6.803505257608338,2.0,5.2832037287379885,2.0,3.6109179126442243,3.0,2.833213344056216,3.0,6.3578422665081,15.0,6.184148890937483,1.0,5.420534999272286,0.0,5.2832037287379885,8.0,5.9927843993906995,4.969473529767561,3.6767623148525708,4.867708470904334,1.6666666666666667,2.4,-0.9118610457825662,-1.0
